Text,Classification,Length
'Trump lays out policies for first 100 days in White House'http://nypost.com/2016/10/22/trump-lays-out-policies-for-first-100-days-of-white-house/åÊ‰Û_,Donald Trump Tweet,
'Huma Abedin told Clinton her secret email account caused problems'http://m.washingtontimes.com/news/2016/oct/21/more-clinton-classified-email-emerges/åÊ‰Û_,Donald Trump Tweet,
"Just arrived in Cleveland, Ohio- join Governor @Mike_Pence and I now, LIVE via: http://bit.ly/2dYXztrOHIOLiveåÊ ‰ÛÒ at Cleveland I-X Exhibition and Convention Center",Donald Trump Tweet,
"Hillary Clinton: 'Architect of failure'
#DrainTheSwamp #CrookedHillaryhttp://www.washingtonexaminer.com/hillary-clinton-architect-of-failure/article/2605268#.WAvTt0wbzRA.twitteråÊ‰Û_",Donald Trump Tweet,
"Unbelievable crowd of supporters in Virginia Beach, Virginia. Thank you! Next stop - Cleveland, Ohio.
#DrainTheSwamp http://VOTE.GOPåÊpic.twitter.com/8xRyu9YIf1",Donald Trump Tweet,
"In order to #DrainTheSwamp & create a new GOVERNMENT of, by, & for the PEOPLE, I need your VOTE! Go to http://VOTE.GOPåÊ- LET'S #MAGA!",Donald Trump Tweet,
"Today I introduced my Contract with the American Voter - our economy will be STRONG & our people will be SAFE. 
https://www.donaldjtrump.com/press-releases/donald-j.-trump-delivers-groundbreaking-contract-for-the-american-vote1åÊ‰Û_pic.twitter.com/bS6iQTHJLF",Donald Trump Tweet,
Change has to come from outside our very broken system. #MAGApic.twitter.com/OH9Lvo3R7K,Donald Trump Tweet,
Crooked Hillary Clinton Tops Middle East Forum‰Ûªs ‰Û÷Islamist Money List'http://www.breitbart.com/big-government/2016/10/21/hillary-clinton-tops-middle-east-forums-islamist-money-list/åÊ‰Û_,Donald Trump Tweet,
"Thank you Gettysburg, Pennsylvania! #DrainTheSwamphttps://twitter.com/foxnews/status/789877206004617216åÊ‰Û_",Donald Trump Tweet,
"Landing in Pennsylvania now. Great new poll this morning, thank you. Lets #DrainTheSwamp and #MakeAmericaGreatAgain! 
TRUMP 42%
CLINTON 40%pic.twitter.com/RJlGk6YiX4",Donald Trump Tweet,
"Will be in Cleveland, Ohio w/ @mike_pence tonight- join us: https://www.donaldjtrump.com/schedule/register/cleveland-oh3/åÊ‰Û_

Naples, Florida-tomorrow @ 6pm: https://www.donaldjtrump.com/schedule/register/naples-fl/åÊ‰Û_",Donald Trump Tweet,
"""@AZTRUMPTRAIN: I #Voted for DonaldTrump! #Arizona ‰÷ä #Economy #Immigration #Jobs #Veterans #BorderControl #Trade‰Û_ https://twitter.com/i/web/status/789697364193742848åÊ‰Û_""",Donald Trump Tweet,
"""@jensen4law: Best way to pay Hillary back for what she did to @BernieSanders #DNCleak is a DonaldTrump LANDSLIDE https://twitter.com/youngdems4trump/status/789672574275813376åÊ‰Û_""",Donald Trump Tweet,
The media refuses to talk about the three new national polls that have me in first place. Biggest crowds ever - watch what happens!,Donald Trump Tweet,
"Just returned from Pennsylvania where we will be bringing back their jobs. Amazing crowd. Will be going back tomorrow, to Gettysburg!",Donald Trump Tweet,
"Governor @Mike_Pence and I will be in Cleveland, Ohio tomorrow night at 7pm - join us! #MAGA
Tickets: https://www.donaldjtrump.com/schedule/register/cleveland-oh3/åÊ‰Û_pic.twitter.com/5lhrb7POGl",Donald Trump Tweet,
"Thank you to the great crowd of supporters in Newtown, Pennsylvania. Get out & VOTE on 11/8/16. Lets #MAGA! Watch: https://www.facebook.com/DonaldTrump/videos/10157946929405725/åÊ‰Û_pic.twitter.com/3PptVcow50",Donald Trump Tweet,
#CrookedHillary sending U.S. intelligence info. to Podesta‰Ûªs hacked email is ‰Û÷unquestionably an OPSEC violation‰Ûªhttp://dailycaller.com/2016/10/21/unquestionably-an-opsec-violation-clinton-sent-us-operations-info-to-podestas-hacked-email/åÊ‰Û_,Donald Trump Tweet,
"WikiLeaks reveals Clinton camp‰Ûªs work with ‰Û÷VERY friendly and malleable reporters‰Ûª 
#DrainTheSwamp #CrookedHillaryhttp://m.washingtontimes.com/news/2016/oct/21/wikileaks-reveals-hillary-clinton-camps-work-with-/åÊ‰Û_",Donald Trump Tweet,
Donna Brazile Shreds Obama Economy - Acting DNC chair says 'people are more in despair about how things are'http://www.lifezette.com/polizette/wikileaks-donna-brazile-shreds-obama-economy/åÊ‰Û_,Donald Trump Tweet,
"""{Crooked Hillary Clinton} created this mess, and she knows it."" 
#DrainTheSwamp http://fxn.ws/2esXyztåÊpic.twitter.com/sjwkuq3nkk",Donald Trump Tweet,
"'Clinton Campaign And Harry Reid Worked With New York Times To Smear State Dept Watchdog'
Time to #DrainTheSwamp!http://dailycaller.com/2016/10/20/clinton-campaign-and-harry-reid-worked-with-nyt-to-smear-state-dept-watchdog/åÊ‰Û_",Donald Trump Tweet,
"VERY IRONIC: ""In 2010 video, Clinton lectured underlings on cybersecurity and guarding ‰Û÷sensitive information‰Ûª""http://www.mediaite.com/tv/in-2010-video-clinton-lectured-underlings-on-cybersecurity-and-guarding-sensitive-information/åÊ‰Û_",Donald Trump Tweet,
"Great crowd in Johnstown, Pennsylvania- thank you. Get out & VOTE on 11/8! Watch the MOVEMENT in PA. this afternoon: https://www.facebook.com/DonaldTrump/videos/10157945368585725/åÊ‰Û_pic.twitter.com/DdsC6nq2sI ‰ÛÒ at Cambria County War Memorial",Donald Trump Tweet,
A top Clinton Foundation official said he could name ‰ÛÏ500 different examples‰Û of conflicts of interest.http://www.bloomberg.com/politics/articles/2016-10-20/clinton-foundation-aide-said-to-have-cited-conflicts-of-intereståÊ‰Û_,Donald Trump Tweet,
#CrookedHillary ‰ÛÏwas at center of negotiating $12M commitment from King Mohammed VI of Morocco‰Û to Clinton Fdn.http://www.foxnews.com/politics/2016/10/20/abedin-implicated-clinton-in-foundation-trade-off-with-morocco-amid-12-million-commitment.htmlåÊ‰Û_,Donald Trump Tweet,
"Great crowd in Fletcher, North Carolina- thank you! Heading to Johnstown, Pennsylvania now! Get out on November 8th and #VoteTrumpPence16!pic.twitter.com/3ee0tk8A8t",Donald Trump Tweet,
"The results are in on the final debate and it is almost unanimous, I WON! Thank you, these are very exciting times.",Donald Trump Tweet,
"Huma calls it a ""MESS,"" the rest of us call it CORRUPT! WikiLeaks catches Crooked in the act - again.
#DrainTheSwamphttp://dailycaller.com/2016/10/20/wikileaks-hillary-got-12-million-for-clinton-charity-as-quid-pro-quo-for-morocco-meeting/åÊ‰Û_",Donald Trump Tweet,
"Hillary & Obama's Broken Promises. 
#RepealObamacarepic.twitter.com/oz24r2xW7G",Donald Trump Tweet,
In addition to those without health coverage- those that have disastrous #Obamacare are seeing MASSIVE PREMIUM INCREASES. Repeal & replace!https://twitter.com/teamtrump/status/789209913713188865åÊ‰Û_,Donald Trump Tweet,
"Crooked Hillary promised 200k jobs in NY and FAILED. We'll create 25M jobs when I'm president, and I will DELIVER!https://www.washingtonpost.com/world/national-security/as-senator-clinton-promised-200000-jobs-in-upstate-new-york-her-efforts-fell-flat/2016/08/07/339d3384-58d2-11e6-831d-0324760ca856_story.htmlåÊ‰Û_",Donald Trump Tweet,
"Crooked took MILLIONS from oppressive ME countries. Will she give the $$$ back? Probably not. Don't forget her slogan -- ""TAKE THE MONEY!""pic.twitter.com/qLAc6T3lgG",Donald Trump Tweet,
'Trump won the third debate'https://www.washingtonpost.com/blogs/post-partisan/wp/2016/10/19/trump-won-tonights-debate/?utm_term=.db187b0862deåÊ‰Û_,Donald Trump Tweet,
"UPCOMING RALLIES - JOIN ME!

TOMORROW
Fletcher, NC @ 12pm. 
https://www.donaldjtrump.com/schedule/register/fletcher-nc1/åÊ‰Û_

SATURDAY
Cleveland, OH @ 7pm. 
https://www.donaldjtrump.com/schedule/register/cleveland-oh3/åÊ‰Û_",Donald Trump Tweet,
"#ICYMI - OHIO RALLY!
Watch here: https://www.facebook.com/DonaldTrump/videos/10157937570415725/åÊ‰Û_pic.twitter.com/fpShHiXI31 ‰ÛÒ at Delaware County Fairgrounds",Donald Trump Tweet,
"Want access to Crooked Hillary? Don't forget - it's going to cost you!
#DrainTheSwamp #PayToPlaypic.twitter.com/qjMBZkEnK9",Donald Trump Tweet,
"Thank you Delaware County, Ohio! Remember- either we WIN this election, or we are going to LOSE this country!
#DrainTheSwamp #TrumpPence16pic.twitter.com/0Z5x5mhEE0 ‰ÛÒ at Delaware County Fairgrounds",Donald Trump Tweet,
"If elected POTUS - I will stop RADICAL ISLAMIC TERRORISM in this country! In order to do this, we need to #DrainTheSwamp!pic.twitter.com/hfrRusrTy0",Donald Trump Tweet,
Why didn't Hillary Clinton announce that she was inappropriately given the debate questions - she secretly used them! Crooked Hillary.,Donald Trump Tweet,
"Thank you America! #MAGA

Rasmussen National Poll
Donald Trump 43%
Hillary Clinton 40%pic.twitter.com/n4eZ3qpcjg",Donald Trump Tweet,
Just landed in Ohio. Thank you America- I am honored to win the final debate for our MOVEMENT. It is time to #DrainTheSwamp & #MAGA!pic.twitter.com/NjCm5W9o0x,Donald Trump Tweet,
"Totally dishonest Donna Brazile chokes on the truth. Highly illegal! 
Watch: https://m.facebook.com/DonaldTrump/videos/10157934436595725/åÊ‰Û_pic.twitter.com/FYoRo6MUjX",Donald Trump Tweet,
"The Washington Times Presidential Debate Poll:
TRUMP 77% (18,290)
CLINTON 17% (4,100)
#DrainTheSwamp #Debatepic.twitter.com/wsgsf5nv6H",Donald Trump Tweet,
"Join the MOVEMENT to #MAGA!
http://www.DonaldJTrump.comåÊhttps://twitter.com/frankluntz/status/788930109457637378åÊ‰Û_",Donald Trump Tweet,
"Great poll - thank you America! Once we #DrainTheSwamp, together we will #MAGA#Debatepic.twitter.com/SvcjmrsHKD",Donald Trump Tweet,
That was really exciting. Made all of my points. MAKE AMERICA GREAT AGAIN!,Donald Trump Tweet,
"Join my team over on my Facebook page- live now! #Debates
https://www.facebook.com/DonaldTrump/videos/10157932697660725/åÊ‰Û_pic.twitter.com/5v1tWzHrxq",Donald Trump Tweet,
"The era of division is coming to an end. We will create a new future of #AmericanUnity. First, we need to #DrainTheSwamp! #Debatespic.twitter.com/DHPBb7IR91 ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
We cannot take four more years of Barack Obama and that‰Ûªs what you‰Ûªll get if you vote for Hillary. #BigLeagueTruth,Donald Trump Tweet,
I started this campaign to Make America Great Again. That‰Ûªs what I‰Ûªm going to do. #MAGA #debate,Donald Trump Tweet,
"HILLARY'S HEALTH CARE POLICIES
#DrainTheSwamp #Debatepic.twitter.com/t1Sr8dk2Xi ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
"We have to repeal & replace #Obamacare! Look at what is doing to people! #DrainTheSwamppic.twitter.com/fsv7P11mWV ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
"ISIS has infiltrated countries all over Europe by posing as refugees, and @HillaryClinton will allow it to happen here, too! #BigLeagueTruthpic.twitter.com/U5hDdIc4rC",Donald Trump Tweet,
"The economy cannot take four more years of these same failed policies.
#BigLeagueTruth #DrainTheSwamppic.twitter.com/o8g2E5xXy6 ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
"Together we can save American JOBS, American LIVES, and AMERICAN FUTURES! #Debatespic.twitter.com/2Yfd0Omn4X ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
USA has the greatest business people in the world but we let political hacks negotiate our deals. We need change! #BigLeagueTruth #Debate,Donald Trump Tweet,
"I WILL DEFEAT ISIS. THEY HAVE BEEN AROUND TOO LONG! What has our leadership been doing?
#DrainTheSwamppic.twitter.com/tU0iW3Gi9v ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
"After Crooked @HillaryClinton allowed ISIS to rise, she now claims she'll defeat them? LAUGHABLE! Here's my plan: https://www.donaldjtrump.com/policies/foreign-policy-and-defeating-isis/åÊ‰Û_",Donald Trump Tweet,
"I opposed going into Iraq. Hillary voted for it. As with everything else she's supported, it was a DISASTER. https://www.donaldjtrump.com/press-releases/hillary-clinton-is-the-only-candidate-on-stage-to-vote-for-iraq-waråÊ‰Û_",Donald Trump Tweet,
"#BigLeagueTruth #DrainTheSwamppic.twitter.com/eoBiXFPc5f ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
Bernie Sanders on HRC: Bad Judgement. John Podesta on HRC: Bad Instincts. #BigLeagueTruth #Debate,Donald Trump Tweet,
"HILLARY FAILED ALL OVER THE WORLD. #BigLeagueTruth
LIBYA
SYRIA
IRAN
IRAQ
ASIA PIVOT
RUSSIAN RESET
BENGHAZI
#DrainTheSwamppic.twitter.com/9vEKQ1A3L0 ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
"Hillary says ""take back Mosul?"" We would have NEVER lost Mosul- if it wasn't for #CrookedHillary. #DrainTheSwamppic.twitter.com/TmsY0ApFLQ ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
"You should give the money back @HillaryClinton! #DrainTheSwamphttps://twitter.com/foxnews/status/788923395018625025åÊ‰Û_ ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
Crooked‰Ûªs top aides were MIRED in massive conflicts of interests at the State Dept. We MUST #DrainTheSwamp http://www.donaldjtrump.com/press-releases/clintons-top-aides-were-mired-in-conflict-of-interest-at-the-state-depåÊ‰Û_ #Debate,Donald Trump Tweet,
Crooked @HillaryClinton's foundation is a CRIMINAL ENTERPRISE. Time to #DrainTheSwamp!  https://www.donaldjtrump.com/press-releases/pay-to-play-clintons-state-departmentåÊ‰Û_ #BigLeagueTruth #Debate,Donald Trump Tweet,
"Moderator: ‰ÛÏRespectfully, you won‰Ûªt answer the pay-to-play question.‰Û #Debate #BigLeagueTruth",Donald Trump Tweet,
.@HillaryClinton loves to lie. America has had enough of the CLINTON'S! It is time to #DrainTheSwamp! Debatespic.twitter.com/3Mz4T7qTTR,Donald Trump Tweet,
She'll say anything and change NOTHING! #MAGA #BigLeagueTruthpic.twitter.com/6E767Uw6Dj,Donald Trump Tweet,
"I will do more in the first 30 days in office than Hillary has done in the last 30 years! #DebateåÊ #BigLeagueTruthpic.twitter.com/tuNQePu8Vk ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
"Crooked's camp incited violence at my rallies. These incidents weren't ""spontaneous"" - like she claimed in Benghazi!http://dailycaller.com/2016/10/17/hidden-camera-video-shows-democrats-sent-agitators-to-trump-rallies/åÊ‰Û_",Donald Trump Tweet,
#CrookedHillary is nothing more than a Wall Street PUPPET! #BigLeagueTruth #Debatepic.twitter.com/skhBWG6AQ3,Donald Trump Tweet,
"Brought to you by @HillaryClinton & her campaign- in Chicago, Illinois. 
#BigLeagueTruth #DrainTheSwamppic.twitter.com/10iUBOcECp ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
Our country is stagnant. We‰Ûªve lost jobs and business. We don‰Ûªt make things anymore b/c of the bill Hillary‰Ûªs husband signed and she blessed,Donald Trump Tweet,
Crooked Hillary has never created a job in her life. We will create 25 million jobs. Think she can do that? Not a chance. #BigLeagueTruthpic.twitter.com/V8WGjAIyKV,Donald Trump Tweet,
".@HillaryClinton has been doing this for THIRTY YEARS....where has she been? #BigLeagueTruth ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
"#CrookedHillary gives Obama an ‰ÛÏA‰Û for an economic recovery that‰Ûªs the slowest since WWII... #BigLeagueTruth #DrainTheSwamppic.twitter.com/mNcTzoMFhB ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
"THE CHOICE IS CLEAR!
#BigLeagueTruth #DrainTheSwamppic.twitter.com/kGx88PEpmX ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
"I will renegotiate NAFTA. If I can‰Ûªt make a great deal, we‰Ûªre going to tear it up. We‰Ûªre going to get this economy running again. #Debate",Donald Trump Tweet,
"This is what we can expect from #CrookedHillary. More Taxes. More Spending. #BigLeageTruth #DrainTheSwamp #Debatespic.twitter.com/5yxnt0gNUF ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
#BigLeagueTruthpic.twitter.com/jhDLwFez3v,Donald Trump Tweet,
.@HillaryClinton's tax hikes will CRUSH our economy. I will cut taxes -- BIG LEAGUE. https://www.donaldjtrump.com/press-releases/clintons-tax-agenda-promises-to-harm-the-u.s.-economy2åÊ‰Û_pic.twitter.com/NgMDP4wilI,Donald Trump Tweet,
".@HillaryClinton talking about jobs? Remember what she promised upstate New York. #BigLeagueTruth
#Debatespic.twitter.com/SmjNuHi7XB ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
.@HillaryClinton has been a foreign policy DISASTER for the American people. I will #MakeAmericaStrongAgain #Debate #BigLeagueTruthpic.twitter.com/XeXXV18Nco,Donald Trump Tweet,
Moderator: Hillary plan calls for more regulation and more government spending. #Debate #BigLeagueTruth,Donald Trump Tweet,
".@HillaryClinton- you have failed, failed, and failed. #BigLeagueTruth
Time to #DrainTheSwamp!pic.twitter.com/c2EiyU8XKK ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
"Hillary has called for 550% more Syrian immigrants, but won‰Ûªt even mention ‰ÛÏradical Islamic terrorists.‰Û #Debate #BigLeagueTruthpic.twitter.com/DggR0QjRSk",Donald Trump Tweet,
"Hey @POTUS - WE AGREE!
#BigLeagueTruth #DrainTheSwamppic.twitter.com/WnofYy60fc ‰ÛÒ at University of Nevada, Las Vegas",Donald Trump Tweet,
"Moderator: Hillary paid $225,000 by a Brazilian bank for a speech that called for ‰ÛÏopen borders.‰Û That‰Ûªs a quote! #Debate #BigLeagueTruth",Donald Trump Tweet,
"TRUMP & CLINTON ON IMMIGRATION
#Debate #BigLeagueTruthpic.twitter.com/OP4c7Jc8Ad",Donald Trump Tweet,
"Hillary is too weak to lead on border security-no solutions, no ideas, no credibility.She supported NAFTA, worst deal in US history. #Debate",Donald Trump Tweet,
